time, pressure
20:03:03.853, 1004.11
20:03:04.836, 1004.02
20:03:05.859, 1004.07
20:03:06.842, 1004.03
20:03:07.873, 1003.79
20:03:08.855, 1003.87
20:03:09.882, 1004.00
20:03:10.906, 1003.96
20:03:11.886, 1003.96
20:03:12.913, 1003.92
20:03:13.895, 1003.96
20:03:14.922, 1003.95
20:03:15.944, 1004.07
20:03:16.902, 1003.97
20:03:17.930, 1003.79
20:03:18.961, 1003.99
20:03:19.944, 1003.87
20:03:20.976, 1003.88
20:03:21.959, 1003.96
20:03:22.944, 1004.02
20:03:23.976, 1003.94
20:03:24.960, 1003.83
20:03:25.988, 1003.92
20:03:27.014, 1003.90
20:03:28.001, 1003.94
20:03:28.991, 1003.90
20:03:30.019, 1003.97
20:03:31.004, 1004.09
20:03:32.036, 1003.78
20:03:33.020, 1003.85
20:03:34.051, 1003.90
20:03:35.035, 1003.83
20:03:36.063, 1003.92
20:03:37.046, 1003.47
20:03:38.075, 1003.57
20:03:39.057, 1003.54
20:03:40.085, 1003.58
20:03:41.069, 1003.60
20:03:42.098, 1003.58
20:03:43.082, 1003.64
20:03:44.113, 1003.65
20:03:45.096, 1003.49
20:03:46.125, 1003.63
20:03:47.105, 1003.72
20:03:48.135, 1003.61
20:03:49.118, 1003.66
20:03:50.148, 1003.68
20:03:51.177, 1003.65
20:03:52.161, 1003.65
20:03:53.191, 1003.56
20:03:54.174, 1003.70
20:03:55.205, 1003.61
20:03:56.187, 1003.50
20:03:57.217, 1003.64
20:03:58.201, 1003.58
20:03:59.230, 1003.57
20:04:00.212, 1003.65
20:04:01.242, 1003.71
20:04:02.224, 1003.79
20:04:03.256, 1003.56
20:04:04.240, 1003.78
20:04:05.268, 1003.67
20:04:06.250, 1003.68
20:04:07.283, 1003.82
20:04:08.266, 1003.85
20:04:09.296, 1003.69
20:04:10.278, 1003.94
20:04:11.310, 1004.06
20:04:12.291, 1004.05
20:04:13.319, 1003.97
20:04:14.304, 1003.70
20:04:15.332, 1003.63
20:04:16.315, 1003.80
20:04:17.345, 1003.76
20:04:18.329, 1003.69
20:04:19.360, 1003.71
20:04:20.342, 1003.60
20:04:21.371, 1003.68
20:04:22.355, 1003.69
20:04:23.386, 1003.61
20:04:24.370, 1003.72
20:04:25.398, 1003.77
20:04:26.378, 1003.77
20:04:27.408, 1003.70
20:04:28.391, 1003.68
20:04:29.420, 1003.65
20:04:30.405, 1003.64
20:04:31.439, 1003.70
20:04:32.421, 1003.62
20:04:33.453, 1003.64
20:04:34.436, 1003.61
20:04:35.466, 1003.83
20:04:36.450, 1003.64
20:04:37.480, 1003.60
20:04:38.462, 1003.60
20:04:39.486, 1003.70
20:04:40.507, 1003.68
20:04:41.487, 1003.67
20:04:42.491, 1003.60
20:04:43.496, 1003.63
20:04:44.534, 1003.61
20:04:45.513, 1003.52
20:04:46.543, 1003.64
20:04:47.525, 1003.65
20:04:48.555, 1003.65
20:04:49.535, 1003.57
20:04:50.561, 1003.57
20:04:51.544, 1003.58
20:04:52.573, 1003.52
20:04:53.555, 1003.54
20:04:54.585, 1003.54
20:04:55.569, 1003.54
20:04:56.597, 1003.50
20:04:57.620, 1003.55
20:04:58.600, 1003.56
20:04:59.626, 1003.53
20:05:00.605, 1003.61
20:05:01.630, 1003.55
20:05:02.657, 1003.58
20:05:03.641, 1003.52
20:05:04.671, 1003.63
20:05:05.655, 1003.54
20:05:06.682, 1003.61
20:05:07.665, 1003.60
20:05:08.693, 1003.54
20:05:09.677, 1003.63
20:05:10.706, 1003.56
20:05:11.687, 1003.55
20:05:12.684, 1003.46
20:05:13.713, 1003.43
20:05:14.697, 1003.57
20:05:15.727, 1003.57
20:05:16.709, 1003.48
20:05:17.741, 1003.66
20:05:18.723, 1003.58
20:05:19.753, 1003.64
20:05:20.737, 1003.58
20:05:21.764, 1003.61
20:05:22.793, 1003.53
20:05:23.775, 1003.59
20:05:24.804, 1003.57
20:05:25.787, 1003.56
20:05:26.815, 1003.36
20:05:27.795, 1003.56
20:05:28.822, 1003.55
20:05:29.804, 1003.48
20:05:30.829, 1003.54
20:05:31.855, 1003.54
20:05:32.835, 1003.45
20:05:33.860, 1003.51
20:05:34.841, 1003.38
20:05:35.870, 1003.39
20:05:36.851, 1003.47
20:05:37.880, 1003.51
20:05:38.865, 1003.45
20:05:39.893, 1003.51
20:05:40.875, 1003.39
20:05:41.904, 1003.49
20:05:42.888, 1003.43
20:05:43.916, 1003.46
20:05:44.896, 1003.49
20:05:45.926, 1003.44
20:05:46.955, 1003.42
20:05:47.939, 1003.45
20:05:48.969, 1003.47
20:05:49.951, 1003.58
20:05:50.981, 1003.36
20:05:51.966, 1003.42
20:05:52.949, 1003.51
20:05:53.976, 1003.53
20:05:55.004, 1003.42
20:05:55.987, 1003.58
20:05:57.016, 1003.51
20:05:58.000, 1003.59
20:05:59.031, 1003.54
20:06:00.013, 1003.55
20:06:01.042, 1003.41
20:06:02.026, 1003.56
20:06:03.055, 1003.49
20:06:04.033, 1003.51
20:06:05.061, 1003.50
20:06:06.044, 1003.51
20:06:07.074, 1003.50
20:06:08.058, 1003.49
20:06:09.086, 1003.56
20:06:10.069, 1003.47
20:06:11.099, 1003.46
20:06:12.082, 1003.42
20:06:13.111, 1003.39
20:06:14.094, 1003.62
20:06:15.125, 1003.45
20:06:16.107, 1003.62
20:06:17.137, 1003.46
20:06:18.121, 1003.64
20:06:19.151, 1003.50
20:06:20.135, 1003.59
20:06:21.164, 1003.41
20:06:22.149, 1003.47
20:06:23.179, 1003.57
20:06:24.165, 1003.50
20:06:25.196, 1003.52
20:06:26.177, 1003.66
20:06:27.208, 1003.48
20:06:28.194, 1003.46
20:06:29.223, 1003.47
20:06:30.206, 1003.46
20:06:31.235, 1003.54
20:06:32.219, 1003.37
20:06:33.246, 1003.38
20:06:34.231, 1003.54
20:06:35.263, 1003.51
20:06:36.246, 1003.44
20:06:37.276, 1003.52
20:06:38.260, 1003.57
20:06:39.290, 1003.49
20:06:40.270, 1003.50
20:06:41.301, 1003.56
20:06:42.285, 1003.55
20:06:43.315, 1003.47
20:06:44.296, 1003.50
20:06:45.323, 1003.50
20:06:46.305, 1003.45
20:06:47.336, 1003.59
20:06:48.321, 1003.45
20:06:49.350, 1003.57
20:06:50.332, 1003.50
20:06:51.362, 1003.52
20:06:52.345, 1003.51
20:06:53.377, 1003.49
20:06:54.363, 1003.48
20:06:55.394, 1003.50
20:06:56.378, 1003.52
20:06:57.409, 1003.56
20:06:58.391, 1003.45
20:06:59.420, 1003.55
20:07:00.405, 1003.59
20:07:01.433, 1003.54
20:07:02.416, 1003.52
20:07:03.446, 1003.43
20:07:04.432, 1003.57
20:07:05.459, 1003.46
20:07:06.443, 1003.50
20:07:07.474, 1003.54
20:07:08.456, 1003.58
20:07:09.486, 1003.56
20:07:10.471, 1003.44
20:07:11.500, 1003.44
20:07:12.482, 1003.54
20:07:13.512, 1003.48
20:07:14.495, 1003.53
20:07:15.527, 1003.45
20:07:16.512, 1003.52
20:07:17.543, 1003.49
20:07:18.524, 1003.46
20:07:19.553, 1003.53
20:07:20.537, 1003.51
20:07:21.564, 1003.57
20:07:22.548, 1003.48
20:07:23.578, 1003.46
20:07:24.562, 1003.42
20:07:25.590, 1003.41
20:07:26.574, 1003.51
20:07:27.606, 1003.49
20:07:28.590, 1003.56
20:07:29.619, 1003.47
20:07:30.602, 1003.53
20:07:31.632, 1003.35
20:07:32.616, 1003.50
20:07:33.644, 1003.53
20:07:34.628, 1003.48
20:07:35.657, 1003.54
20:07:36.641, 1003.49
20:07:37.672, 1003.60
20:07:38.654, 1003.54
20:07:39.681, 1003.54
20:07:40.665, 1003.48
20:07:41.694, 1003.44
20:07:42.678, 1003.56
20:07:43.705, 1003.46
20:07:44.690, 1003.56
20:07:45.720, 1003.45
20:07:46.704, 1003.45
20:07:47.734, 1003.38
20:07:48.716, 1003.36
20:07:49.748, 1003.43
20:07:50.732, 1003.44
20:07:51.763, 1003.34
20:07:52.745, 1003.46
20:07:53.776, 1003.48
20:07:54.760, 1003.53
20:07:55.790, 1003.44
20:07:56.776, 1003.45
20:07:57.805, 1003.46
20:07:58.785, 1003.36
20:07:59.816, 1003.52
20:08:00.798, 1003.51
20:08:01.827, 1003.45
20:08:02.812, 1003.48
20:08:03.842, 1003.57
20:08:04.827, 1003.46
20:08:05.814, 1003.43
20:08:06.846, 1003.47
20:08:07.830, 1003.57
20:08:08.860, 1003.50
20:08:09.842, 1003.51
20:08:10.872, 1003.46
20:08:11.855, 1003.53
20:08:12.886, 1003.48
20:08:13.868, 1003.43
20:08:14.900, 1003.66
20:08:15.883, 1003.46
20:08:16.914, 1003.47
20:08:17.899, 1003.50
20:08:18.929, 1003.46
20:08:19.910, 1003.49
20:08:20.940, 1003.43
20:08:21.925, 1003.52
20:08:22.955, 1003.59
20:08:23.936, 1003.48
20:08:24.970, 1003.57
20:08:25.952, 1003.47
20:08:26.982, 1003.49
20:08:27.966, 1003.45
20:08:28.996, 1003.47
20:08:29.979, 1003.49
20:08:31.007, 1003.46
20:08:31.991, 1003.50
20:08:33.022, 1003.43
20:08:34.005, 1003.60
20:08:35.040, 1003.52
20:08:36.024, 1003.57
20:08:37.054, 1003.43
20:08:38.037, 1003.46
20:08:39.068, 1003.44
20:08:40.051, 1003.61
20:08:41.079, 1003.53
20:08:42.065, 1003.54
20:08:43.094, 1003.44
20:08:44.076, 1003.53
20:08:45.063, 1003.41
20:08:46.094, 1003.64
20:08:47.077, 1003.44
20:08:48.108, 1003.53
20:08:49.091, 1003.55
20:08:50.121, 1003.52
20:08:51.102, 1003.50
20:08:52.134, 1003.47
20:08:53.116, 1003.58
20:08:54.146, 1003.59
20:08:55.131, 1003.46
20:08:56.159, 1003.44
20:08:57.143, 1003.49
20:08:58.174, 1003.52
20:08:59.156, 1003.54
20:09:00.185, 1003.47
20:09:01.167, 1003.42
20:09:02.193, 1003.48
20:09:03.224, 1003.52
20:09:04.207, 1003.43
20:09:05.237, 1003.50
20:09:06.219, 1003.44
20:09:07.204, 1003.53
20:09:08.234, 1003.58
20:09:09.217, 1003.50
20:09:10.245, 1003.51
20:09:11.230, 1003.48
20:09:12.262, 1003.57
20:09:13.246, 1003.58
20:09:14.276, 1003.45
20:09:15.260, 1003.47
20:09:16.288, 1003.51
20:09:17.273, 1003.59
20:09:18.304, 1003.44
20:09:19.288, 1003.49
20:09:20.315, 1003.47
20:09:21.297, 1003.44
20:09:22.328, 1003.49
20:09:23.310, 1003.57
20:09:24.340, 1003.52
20:09:25.322, 1003.55
20:09:26.352, 1003.46
20:09:27.334, 1003.46
20:09:28.363, 1003.50
20:09:29.347, 1003.44
20:09:30.376, 1003.52
20:09:31.357, 1003.48
20:09:32.389, 1003.56
20:09:33.371, 1003.53
20:09:34.402, 1003.43
20:09:35.387, 1003.50
20:09:36.417, 1003.49
20:09:37.399, 1003.50
20:09:38.431, 1003.50
20:09:39.415, 1003.65
20:09:40.443, 1003.49
20:09:41.428, 1003.57
20:09:42.457, 1003.47
20:09:43.436, 1003.59
20:09:44.468, 1003.51
20:09:45.450, 1003.50
20:09:46.477, 1003.50
20:09:47.461, 1003.48
20:09:48.492, 1003.50
20:09:49.474, 1003.53
20:09:50.505, 1003.61
20:09:51.489, 1003.49
20:09:52.519, 1003.59
20:09:53.500, 1003.49
20:09:54.529, 1003.50
20:09:55.557, 1003.53
20:09:56.540, 1003.49
20:09:57.524, 1003.56
20:09:58.554, 1003.52
20:09:59.582, 1003.49
20:10:00.566, 1003.51
20:10:01.550, 1003.45
20:10:02.581, 1003.50
20:10:03.566, 1003.65
20:10:04.595, 1003.49
20:10:05.579, 1003.55
20:10:06.611, 1003.48
20:10:07.593, 1003.59
20:10:08.624, 1003.51
20:10:09.607, 1003.57
20:10:10.636, 1003.45
20:10:11.618, 1003.51
20:10:12.648, 1003.50
20:10:13.631, 1003.45
20:10:14.661, 1003.55
20:10:15.646, 1003.58
20:10:16.676, 1003.49
20:10:17.660, 1003.53
20:10:18.690, 1003.47
20:10:19.674, 1003.47
20:10:20.704, 1003.48
20:10:21.686, 1003.60
20:10:22.716, 1003.55
20:10:23.698, 1003.47
20:10:24.729, 1003.42
20:10:25.713, 1003.49
20:10:26.741, 1003.58
20:10:27.723, 1003.53
20:10:28.753, 1003.47
20:10:29.734, 1003.61
20:10:30.764, 1003.55
20:10:31.746, 1003.56
20:10:32.778, 1003.53
20:10:33.762, 1003.55
20:10:34.793, 1003.47
20:10:35.776, 1003.54
20:10:36.806, 1003.60
20:10:37.788, 1003.52
20:10:38.818, 1003.61
20:10:39.803, 1003.51
20:10:40.832, 1003.67
20:10:41.817, 1003.61
20:10:42.848, 1003.62
20:10:43.829, 1003.57
20:10:44.858, 1003.55
20:10:45.841, 1003.51
20:10:46.873, 1003.57
20:10:47.855, 1003.51
20:10:48.884, 1003.51
20:10:49.864, 1003.56
20:10:50.895, 1003.47
20:10:51.880, 1003.63
20:10:52.910, 1003.48
20:10:53.893, 1003.46
20:10:54.927, 1003.55
20:10:55.909, 1003.51
20:10:56.939, 1003.50
20:10:57.922, 1003.44
20:10:58.950, 1003.49
20:10:59.934, 1003.55
20:11:00.965, 1003.51
20:11:01.949, 1003.57
20:11:02.978, 1003.49
20:11:03.961, 1003.45
20:11:04.994, 1003.48
20:11:05.977, 1003.48
20:11:06.960, 1003.50
20:11:07.990, 1003.46
20:11:08.974, 1003.53
20:11:10.004, 1003.55
20:11:10.986, 1003.46
20:11:12.019, 1003.58
20:11:13.001, 1003.54
20:11:14.031, 1003.54
20:11:15.016, 1003.54
20:11:16.043, 1003.45
20:11:17.027, 1003.49
20:11:18.059, 1003.43
20:11:19.042, 1003.57
20:11:20.072, 1003.52
20:11:21.057, 1003.48
20:11:22.087, 1003.52
20:11:23.069, 1003.44
20:11:24.099, 1003.44
20:11:25.085, 1003.43
20:11:26.111, 1003.52
20:11:27.094, 1003.49
20:11:28.126, 1003.44
20:11:29.108, 1003.46
20:11:30.137, 1003.43
20:11:31.119, 1003.51
20:11:32.149, 1003.47
20:11:33.132, 1003.48
20:11:34.161, 1003.55
20:11:35.144, 1003.42
20:11:36.174, 1003.56
20:11:37.158, 1003.48
20:11:38.189, 1003.50
20:11:39.172, 1003.46
20:11:40.201, 1003.48
20:11:41.185, 1003.56
20:11:42.214, 1003.54
20:11:43.195, 1003.53
20:11:44.224, 1003.51
20:11:45.208, 1003.56
20:11:46.237, 1003.50
20:11:47.221, 1003.44
20:11:48.251, 1003.54
20:11:49.232, 1003.56
20:11:50.261, 1003.61
20:11:51.244, 1003.50
20:11:52.273, 1003.54
20:11:53.255, 1003.56
20:11:54.283, 1003.58
20:11:55.269, 1003.56
20:11:56.297, 1003.58
20:11:57.281, 1003.57
20:11:58.311, 1003.57
20:11:59.294, 1003.48
20:12:00.322, 1003.58
20:12:01.305, 1003.50
20:12:02.337, 1003.60
20:12:03.320, 1003.52
20:12:04.349, 1003.56
20:12:05.333, 1003.62
20:12:06.362, 1003.48
20:12:07.346, 1003.49
20:12:08.376, 1003.59
20:12:09.361, 1003.44
20:12:10.393, 1003.56
20:12:11.376, 1003.40
20:12:12.408, 1003.51
20:12:13.390, 1003.68
20:12:14.418, 1003.60
20:12:15.401, 1003.57
20:12:16.433, 1003.48
20:12:17.417, 1003.60
20:12:18.447, 1003.45
20:12:19.430, 1003.53
20:12:20.459, 1003.54
20:12:21.443, 1003.66
20:12:22.472, 1003.61
20:12:23.457, 1003.52
20:12:24.486, 1003.51
20:12:25.468, 1003.47
20:12:26.499, 1003.42
20:12:27.481, 1003.51
20:12:28.510, 1003.59
20:12:29.494, 1003.59
20:12:30.525, 1003.56
20:12:31.509, 1003.48
20:12:32.541, 1003.63
20:12:33.524, 1003.67
20:12:34.553, 1003.59
20:12:35.539, 1003.53
20:12:36.568, 1003.52
20:12:37.551, 1003.51
20:12:38.579, 1003.53
20:12:39.565, 1003.58
20:12:40.594, 1003.56
20:12:41.578, 1003.65
20:12:42.609, 1003.62
20:12:43.592, 1003.57
20:12:44.577, 1003.52
20:12:45.608, 1003.59
20:12:46.590, 1003.62
20:12:47.620, 1003.51
20:12:48.602, 1003.47
20:12:49.633, 1003.50
20:12:50.616, 1003.52
20:12:51.646, 1003.53
20:12:52.630, 1003.55
20:12:53.660, 1003.57
20:12:54.644, 1003.66
20:12:55.673, 1003.44
20:12:56.656, 1003.60
20:12:57.686, 1003.58
20:12:58.712, 1003.60
20:12:59.697, 1003.61
20:13:00.678, 1003.52
20:13:01.709, 1003.59
